"time","user_id","name","tweet","retweets","location","created","followers","is_user_verified"
"2020-10-17 11:11:46","1317422783912030208","BJYMforDelhi","Commendable action by @BJYMforDelhi District president @ashish_poonia_ Following the call of @adeshguptabjp ji  @VasuRukharBjp ji \nFor forming Namo Rasoi to distribute food for covid patients and their isolated family\n@Tejasvi_Surya @ManojTiwariMP\n@BJYM\n#BJPDelhiCares #BJYMCares https://t.co/v2r1NUq9fT","48","","26-Apr-2021","650","False"
"2021-04-20 09:45:52","1384443144834490368","Jitende84325100","@FbdMirror Hi any number for free food for covid patients in Ashoka Enclave I Sector 34 Faridabad","0","","26-Apr-2021","8","False"
"2017-03-04 10:47:52","837977888829865984","indratejreddy","@KolvekarC @Jaswinder_2101 @RahulGandhi @ArvindKejriwal @narendramodi @Mumbai_79 @shinne_tu73901 @GunjankaurAnand @KAMALJE66204180 @DroveCar @APARAJITAPHOEN1 @BaadshahDarvesh @Amandee26050047 @ShikhaJ75928322 My condolences to you sir,  thank you so much for trying your level best for saving the lives of our people. on instagram we are already doing it , many meme pages are sharing all the information and many people are giving free food for covid patients.","0","","26-Apr-2021","2","False"
"2015-01-14 06:24:08","2981791926","satwantrissam","Food for #Covid patients in #Jammu . \n@koushalk @DaughterOfJammu @dineshmanhotra @TheSunnyDua @amitabhmattoo @SargunShukla @SaraHayatShah @sudhirkumar62 @Khushboo_JK @ShrikantS_H @shridhar_ips @arteevsharma @Hakhoo @ivinaysharma @ThusooVinay @nagokay @KawaljitBali @OmarAbdullah https://t.co/Vr8xKGjGqs","3","Jammu, Jammu And Kashmir","26-Apr-2021","525","False"
"2021-04-26 02:43:59","1386511271298621440","Sharing72411551","Hello, if you have verified info about beds, oxygen, ventilator, hospital, medical supplies, food for covid patients in your city please tweet to us. We will update it on https://t.co/8y5z1zoZEd","0","","26-Apr-2021","0","False"
"2021-04-15 15:09:52","1382712570767839233","_rakeshranjan__","Food for Covid patients for free! May try this contact number in the hour of need. https://t.co/PFSomY4py8","0","","26-Apr-2021","0","False"
"2015-01-10 02:35:12","2970880934","InvestBooks","#covidmealsforindia \n\nFree Food for Covid patients and HealthCare workers\n\nhttps://t.co/Uytmv5rYHx\n\nPlace order via whatsapp. \n\nShare more as it can benefit your near and dear ones.","2","India","26-Apr-2021","30440","False"
"2014-01-19 11:32:14","2299524607","DhaorAshni","@chole_bhatoore Hi, which sector? I can connect with a couple of homechefs deljvering food for covid patients in Noida.","0","Delhi","25-Apr-2021","1782","False"
"2020-06-02 07:59:15","1267727410377764864","pandey_shru","Contact @hunnykumar1908 for free food for covid patients in major cities 🙌","11","Nagpur, India","25-Apr-2021","4798","False"
"2018-03-20 15:13:38","976114550125690880","Rofl_cha_cha","FREE FOOD FOR COVID PATIENTS RANCHI https://t.co/AkJhjPbhRi","0","Google security Zone, USA","25-Apr-2021","105","False"
"2012-12-30 16:15:11","1048258975","puneetabrolbjp","Food for covid patients\nLocation delhi\nLajpat nagar 1,2,3,4,vinobapuri, nehru nagar\n@GautamGambhir @yogitasinghbjp @impreetsbakshi @iVinodBachheti @adeshguptabjp @siddharthanbjp @byadavbjp @dushyanttgautam @alka_gurjar @sambitswaraj https://t.co/VtaNDCQztv","1","delhi","25-Apr-2021","3530","False"
"2009-05-01 05:10:30","36889093","GayatriiM","Please follow @hunnykumar1908 ‘s tweets for #Food for Covid patients across India. https://t.co/p0W8O1Jyyp","0","Wanderlust ","25-Apr-2021","5359","False"
"2015-04-09 16:59:08","3146368134","v_a_n_r","For #meals #food for #covid patients &amp; their loved ones pan India\n#COVIDEmergency2021\nhttps://t.co/AD4xC8IMoS","0","शक्तिधाम","25-Apr-2021","154","False"
"2010-07-02 09:17:47","161990677","MannuSingh1401","@aprajita_bihar Hello we need home food for covid patients.\n\nIs home delivery posible","0","","25-Apr-2021","25","False"
"2016-10-21 16:08:40","789498646995664896","realmuditjain","Food For Covid Patients in Chandigarh. https://t.co/9260cySaQ4","3","India","25-Apr-2021","22275","False"
"2017-12-02 05:26:36","936828927653195776","itsme_your_himu","Amplyfy \n\n#Delhi food for covid patients \n\n#CovidSOS #CovidIndiaInfo #CovidResources #CovidHelp https://t.co/sM4JqHvd6V","2","India","25-Apr-2021","2601","False"
"2012-12-30 16:15:11","1048258975","puneetabrolbjp","Food for covid patients in delhi.\nTeam @upadhyaysbjp ji https://t.co/KNHqnU9GoN","2","delhi","25-Apr-2021","3530","False"
"2009-10-19 14:28:44","83611354","RJGaurrav","#Indore: Free food for covid patients.\n\n#IndoreFightsCorona @chanchlmann https://t.co/0kXOhcjnOd","1","Indore, India","25-Apr-2021","1853","False"
"2010-04-19 16:17:04","134844074","madamanchis","1. Oxygen\n2. Medicine\n3. Bed\n4. Remdesivir\n5. Plasma/ blood\n6. Food for covid patients\n7. Food for covid patients\n8. Crematorium\n\nThese are in great demand now in both Telugu States\n\n#CovidIndia #COVID #COVID19 \n#CovidAP\n#CovidTS","0","India","25-Apr-2021","527","False"
"2021-02-07 08:58:16","1358339232599736327","Rounak18479101","@ambika_Mam\n +919654419922\n\nMeri kitchen \nFood for covid patients North - west delhi. \nVerified","0","Nation❤️","25-Apr-2021","191","False"
"2012-05-28 18:02:45","592936135","ssup_abhishek","@VasundharaTankh Raising funds for Free Food for Covid patients at Jabalpur. Please help amplify. Thanks. 🙏🏽 https://t.co/ybuWFQ04i0","5","","25-Apr-2021","89","False"
"2009-11-21 07:34:01","91525942","tanejamainhoon","More resources:\nSurat: https://t.co/8NmbgOn47v\nAll India: https://t.co/VJeRS13UwF\nFree physiotherapy for COVID patients: https://t.co/oVTbH0Ruw0 \nChandigarh: https://t.co/IWqqTf3aNm\nHome Food for COVID patients: https://t.co/L6Uh5R9MEV","40","Mumbai","25-Apr-2021","26145","True"
"2009-09-21 11:49:26","76010756","manoranjanpegu","Free food for COVID patients in Guwahati. Try to call ahead and give them enough time. https://t.co/3EdAz8k2FW","0","Delhi/Assam","25-Apr-2021","1099","False"
"2016-05-03 19:15:41","727577387571892224","whoanshuman","#Free #Food for Covid Patients in #Delhi \n\nFree food supply for covid families Delhi: \n\nMobile: 9873648542 Mr. Hemant Gaur may be contacted for supply of food (area wise numbers)\n\n#sos #sosdelhi #Verified https://t.co/awPH91uIOc","4","New Delhi, India","25-Apr-2021","280","False"
"2017-09-24 05:02:12","911818022704242689","Harshit_g7","@aviralbhat Free food for covid patients.","0","Mumbai, India","25-Apr-2021","3","False"
"2009-07-24 12:40:23","59771944","Sid_P","Guys this is amazing!  Food for #COVID patients across India.                                              https://t.co/w0mEB9Ai9a  I would urge you to add anyone you know who’s providing food to get added on the platform!  Please amplify. #IndiaFightsCovid #IndiaFightsCOVID19","0","","25-Apr-2021","89","False"
"2020-06-18 13:55:07","1273615128613785602","IneshaSengupta2","+919654419922\n\nMeri kitchen \nFood for covid patients North - west delhi. \nVerified by me\n \n#TaskForceCorona \n\n@PoddarVaishali @Wanderer2112 @madhuri1912 @periwal_ankush","4","","25-Apr-2021","1319","False"
"2019-03-08 19:01:22","1104094776238825472","MiraBhyUpdates","Mira Bhayander COVID Support Resources - Guide\nAll in 1 info related to Helpline Contact, Oxygen Cylinder, Free Food for COVID Patients, Plasma Donation &amp; many more\n\nhttps://t.co/3iNathJElr\n\nSave this post &amp; also Share it with everyone","12","","25-Apr-2021","5792","False"
"2017-09-28 13:54:35","913401554136211456","RM26807213","@juniorbachchan Abhishek, Lend your helping hands to people in need in terms of medicine,oxygen, setting up mini Hospitals with ICUs or at least home delivery of food for covid patients !Donating money doesnt help much \nThe same goes for @BeingSalmanKhan ,@iamsrk ,@akshaykumar","0","","25-Apr-2021","11","False"
"2020-11-11 17:05:35","1326571696774508545","SonakshiTweets2","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/WZCUfFC7r0","4","Ajmer|Delhi","25-Apr-2021","1912","False"
"2020-08-19 06:18:17","1295967979096567808","quite_unquiet","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/RE5h9cI4vV","1","","25-Apr-2021","624","False"
"2020-07-03 03:45:20","1278897504604483587","TheBlackHole_0","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/YgFX1Nj0CD","1","Event Horizon","25-Apr-2021","2031","False"
"2010-01-16 09:34:50","105429113","rock7shellu","Guys please contact for free food on below no. 9810923476....\nIt's for Delhi only.\nFood for covid patients and attendees.\n@KapilMishra_IND @TajinderBagga https://t.co/y5FENlf7tX","1","Jaipur, India","25-Apr-2021","2650","False"
"2016-11-06 16:10:03","795297203124322305","nisha_sharma17","Free food for Covid patients in #bikaner #Rajasthan \n#Verified https://t.co/pturHTaRbh","1","","25-Apr-2021","31","False"
"2019-03-31 15:49:56","1112381521258823681","ICLU_Ind","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\nVerified Ayudh at 11, 25/04\n\n#TheICLUSquad","13","","25-Apr-2021","22025","True"
"2011-04-16 18:37:23","283169193","Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 \n@amar_hrhelpdesk https://t.co/K0RBFqiFBt","5","Delhi","25-Apr-2021","1156","False"
"2011-04-16 18:37:23","283169193","Parul_RajeevM","Home cooked food for #covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 \n@amar_hrhelpdesk https://t.co/K0RBFqiFBt","0","Delhi","25-Apr-2021","1156","False"
"2014-02-09 12:50:31","2335066182","SpclMarine","Free #Food for #Covid patients. https://t.co/e7o8MSvZJ7","0","","25-Apr-2021","1289","False"
"2011-04-16 18:37:23","283169193","Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 🤍","0","Delhi","25-Apr-2021","1156","False"
"2011-04-16 18:37:23","283169193","Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at ambarsari chowk baani square are delivering home style veg and non veg meals starting from 120++. You can call at 98111 70041","1","Delhi","25-Apr-2021","1156","False"
"2016-07-10 05:03:35","752005320839487488","pratiekrai","Location: Lucknow \n Free food for COVID patients/families on weekends \n\n#CovidIndiaInfo \n\n@Keshu__10 \n@AskAnshul \n@AjiHaaan https://t.co/lXE2szA8fF","0","New Delhi, India","25-Apr-2021","50","False"
"2013-05-08 15:02:48","1413053256","gaurang9007","We have added following new sources for #Rajkot on https://t.co/J4pdlNZ16c\n\nOxygen, \nRT-PCR/ CT Scan,\nSurgical Equipments, \nFood for Covid Patients,\nCovid Care Centres \n\n#GujaratCovidSupport \n@kumarmanish9 @MadhishParikh @IamNDMakwana @AmitHPanchal","40","India","25-Apr-2021","802","False"
"2021-04-24 15:23:06","1385977505945849858","Drsunilsoran","FREE FOOD FOR COVID PATIENTS #JAIPUR #Beds #CovidSOS #CovidHelp https://t.co/DNKLRV2S3m","1","India ","24-Apr-2021","13","False"
"2019-10-19 17:30:32","1185609117303332864","khemariyadrp","@collectorsagar \n@TeenBattiNews\n@sagarcomisioner\n@SPSagarmp\nI can arrange vegetarian food for  covid patients.\nIf required please text me 30 min in advance.\n\n🙏","0","","24-Apr-2021","18","False"
"2018-09-11 11:41:59","1039479161465851904","MaaRegd","Serving Free Home Made Food for COVID+ Patients &amp; their Families in Chandigarh by Maa Sanstha Trust (R) contact us on 9717500120.@nilambariips @Karan_Gilhotra @vpsbadnore @DgpChdPolice @iranasodhi https://t.co/ZT85vy7FFn","16","India","24-Apr-2021","108","False"
"2013-08-30 13:12:18","1712754991","suresh_ediga","Fund raisers, Food for Covid Patients, Doctors providing online consultation (most of them are verified) - can now easily be searched by keywords, city etc - https://t.co/wp1x2FMwRr","4","","24-Apr-2021","2373","False"
"2020-03-22 22:05:23","1241848378146689024","mumbaikar21","@the _chef_justice Re your initiative of food for Covid patients this tweet is for someone who does not have. Twitter ac. So your contact number will help","0","","24-Apr-2021","0","False"
"2014-01-26 18:36:34","2312292547","Gagan4344","Home Made Cooked Food For Covid Patients In Delhi, 9971516084 #CovidIndia #COVIDEmergency2021 #CovidDelhi https://t.co/umHcKg7ttt","0","Chandigarh, India","24-Apr-2021","1587","False"
"2011-01-29 06:28:31","244399742","simplyvikash","*ॐ श्री आशुतोषाय नम:*\n\n*HOME MADE FOOD FOR COVID+ PATIENTS (No charges)*\nArea for Delivery :- \nDwarka, Raj Nagar, Palam, Mahavir Enclave,\n*Timing for booking-*\n*Lunch Time* - 8.00 to 10.00 AM\n*Dinner Time* -1.00 to   3.00 PM","0","New Delhi, Delhi","24-Apr-2021","54","False"
"2017-09-27 02:05:11","912860639789408257","tiaraa007","❗NOIDA❗ \n\nFREE FOOD FOR COVID PATIENTS \n\n(VERIFIED)\n\nAMPLIFY!!!\n\n#CovidIndiaInfo https://t.co/eoSyiJlXbq","3","","24-Apr-2021","559","False"
"2015-11-19 06:26:41","4224256649","komorebi_80","#LUCKNOW\n#FOOD FOR COVID PATIENTS\n#AVAILABLE https://t.co/Pj2Nxn465O","2","","24-Apr-2021","1173","False"
"2009-08-06 07:07:55","63401872","psbanerjee","Home chefs providing food for Covid patients across metros.\n#CovidIndiaInfo https://t.co/cEnVS1AE4b","0","Bangalore, India","24-Apr-2021","166","False"
"2019-11-19 06:13:07","1196672668398809088","itsasawari","#Bangalore #bangalorecovid #food \nFor Covid patients who are under self quarantine.\n@SankethYS @palakzat @apoorva1gupta @notAgainNinad @dulcetchani amplify!!!\n@nalinee020 ❤️ https://t.co/MyJsD2svLq","8","New Delhi, India","24-Apr-2021","84","False"
"2010-03-24 18:06:00","126055935","fenandme","@SinghArjking8 @nuts2406 I wanted to help in someway &amp; volunteered to provide food for Covid patients. My no is out there. Are you saying that I shouldn't offer help cos men are such disgusting perverts?","0","","24-Apr-2021","173","False"
"2018-10-11 08:08:14","1050297004436414465","howneedy","free food for covid patients in delhi https://t.co/P9mZvSZoyd","1","fan acc ♡ selenophile 🌙","24-Apr-2021","9846","False"
"2017-01-22 15:06:50","823185156575891456","AbhirajGupta_55","@nistula Rather they should be asked to prepare food for covid patients or help them in getting beds or/and oxygen cylinders if they have so much time. What do you suggest?","0","Delhi India","24-Apr-2021","30","False"
"2013-12-06 12:37:34","2232908606","sadiafz","It's so sad to see people are getting harassed in these times when all they're doing is help.\nCalled to few people who are providing food for covid patients and it's so sad to know people are being mean to them.\nThey're doing all they can, please be kind.","8","","24-Apr-2021","362","False"
"2016-09-28 04:04:12","780981407208341504","Dimpzz10","Thanks to all who donated and shared this. You're little help will be huge help for COVID patients here in India. Milaap NGO will provide oxygen cylinders, medicines, injections and food for COVID patients, please help if you can. 🙏🏻💜\n\ndonation link: [ https://t.co/gl4oRxk21T ] https://t.co/QHDkzrGR8R","19","🇮🇳 ","24-Apr-2021","6962","False"
"2013-03-25 09:53:14","1298669203","dhoopchhaon","Please note. #Delhi Food for Covid patients. https://t.co/jr5OciPWkK","0","भारत","24-Apr-2021","618","False"
"2016-11-06 16:10:03","795297203124322305","nisha_sharma17","Free food for covid patients/their families in Bhilwara Rajasthan. \nPlease share. \n#Verified  #bhilwara  #Rajasthan https://t.co/CDE7mkkQzs","5","","24-Apr-2021","31","False"
"2021-02-20 16:32:00","1363164427806117896","agri_nirmal","#indore\n\nFood for Covid Patients https://t.co/v2Q7wW0J6m","2","","24-Apr-2021","191","False"
"2020-01-03 13:43:15","1213093360992305152","seema_g67","@zomatoin @swiggy_in \nDo you have any facility for providing healthy food for Covid patients living in Delhi? Pls respond","0","","24-Apr-2021","79","False"
"2017-08-03 04:05:23","892959557554712578","DevMankar5","@Reza_Ali20 @Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan @rsrobin1 @RandeepHooda @ImtiazMadmood @MandeepBajwa @AdityaRajKaul @kayjay34350 It's really nice work delhi gurudwara is doing to provide free food for covid patients at door steps this is the symptoms of kindness and honesty towards the people's suffering from this pandemic situation.\nAppreciation is must for this work @ActorMadhavan\n❤️🌟🇮🇳","5","Pune Maharashtra ","24-Apr-2021","17","False"
"2021-04-23 08:09:21","1385506001051275265","gwaliormerijaan","#COVIDEmergency2021 #gwalior\n#helpinghand\n\nHome made food for covid patients in GWALIOR https://t.co/K4z65038vd","2","","24-Apr-2021","13","False"
"2018-07-19 18:08:10","1020007402635051008","JittendraJain","Feel Good News Story: Balaghat youngsters prepare food for COVID patients https://t.co/DXKVeth0eG via @YouTube","0","","24-Apr-2021","3","False"
"2013-10-22 09:40:33","2148696318","theglowingedge","#Faridabad Only\n\nPure vegetarian food for #COVID patients. Free #HomeDelivery \n\nContact: 9667475118 , 9817746900\n\n#Verified","0","","23-Apr-2021","52","False"
"2016-11-11 02:56:18","796909385377345537","aakansha1310","@brijrajsingh hello. Do you know someone who can deliver food for covid patients living in sector 120, noida. ? Pls tell me. It's for my sister.  🙏🙏🥺","0","","23-Apr-2021","12","False"
"2020-04-28 16:30:11","1255172430835838982","FatimaDar_jk","Delhi being the worst hit city right now, Gurudwaras there, are providing free food for #Covid patients at their door steps.\n\nSalute to their spirit🙏\n\n@Tiny_Dhillon @kayjay34350 @amritabhinder @LtGenGurmit @TejinderSsodhi https://t.co/3NJdxpKLy1","9","","23-Apr-2021","2005","False"
"2013-04-11 15:57:52","1344683796","mygardenoflily","Food for Covid Patients. Share. \n\n#CovidHelp https://t.co/jwHcpCf3Rs","35","New Delhi, India","23-Apr-2021","4279","False"
"2020-08-23 09:37:14","1297467752165195777","AIPWAANI5","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay\n https://t.co/RvxNpyaKPB","0","","23-Apr-2021","142","False"
"2012-09-22 06:13:30","839194932","UnfriendlyPei","Around Anna Nagar, Mogappair, Ambattur, and Padi, Lakshana Caterers are delivering food for COVID patients isolating at home. They supply all 3 meals and can be contacted at 9840972742 \n\n#COVIDHelp #Chennai #COVID19chennai","68","","23-Apr-2021","1010","False"
"2015-09-19 17:07:29","3617919912","iprachi_singh","#Delhi #Dwarka \n\nFood for Covid patients\n\n@gurruchoudhary @SonuSood @ipskabra @DelhiPolice @aajtak @tehseenp \n\nPlease amplify\n\n#CovidIndiaInfo https://t.co/ebvC7m22yR","2","Rajasthan, India","23-Apr-2021","284","False"
"2010-01-15 13:50:54","105143964","SoumyajitWrites","Home delivery of food for COVID patients in Kolkata #KolkataCovidCare https://t.co/czASZ4L2uH","1","Kolkata, India","23-Apr-2021","2066","False"
"2020-06-18 11:17:16","1273575369698709504","InduRaj43401457","We are providing free food for covid patients https://t.co/1TrOnBi2qr","0","","23-Apr-2021","0","False"
"2021-02-04 10:37:10","1357276812150153218","rainamohit9","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay https://t.co/4lA4cEQbnC","0","Jammu & Kashmir","23-Apr-2021","6","False"
"2016-03-21 04:30:26","711771928239804416","Pradeep02833334","@PrabhuNs_ @thimanshut @thimanshut sir is there any NGO who is delivering food for COVID patients 🙏🙏🙏1 of family at Sikandara need it most","0","Agra, India","23-Apr-2021","55","False"
"2016-03-21 04:30:26","711771928239804416","Pradeep02833334","@thimanshut sir is there any NGO who is delivering food for COVID patients 🙏🙏🙏1 of family at Sikandara need it most","0","Agra, India","23-Apr-2021","55","False"
"2011-05-24 04:36:43","304227186","babroowahen","@authoramish @TVMohandasPai Well said. \n\nI am also under the symptoms sicne Sunday, no one is coming for RTPCR Test also, even on arogya setu app ..\n\nBut as soon as I get ok , I will surely make food for covid patients and serve them near hospitals ..","0","Sanatan Prithvi","23-Apr-2021","946","False"
"2020-08-02 17:44:19","1289980318531768320","chanchlmann","#covidinfo\n#food for covid patients \nLocation: Indore https://t.co/zuus8q5QSX","9","","23-Apr-2021","307","False"
"2012-04-17 04:32:00","555674338","meghaonthemove","Good food for covid patients catering from Kalkaji. #westdelhi #centraldelhi #covidfood #CovidIndia #delhi https://t.co/v3ToF7FFEL","6","Perth, Western Australia","23-Apr-2021","17417","False"
"2019-06-25 09:30:02","1143451271359111169","Prasannago1","From night 9pm to monday 6am weekend curfew implied. Plan according no @KSRTC_Journeys,@BMTC_BENGALURU and even @MetroBangalore stay safe everyone !!! For free healthy food. For covid patients DM https://t.co/XcvtCRJ5s9","0","Bengaluru, India","23-Apr-2021","331","False"
"2014-06-19 13:01:20","2576856877","rupiiism","SELF VERIFIED | Delhi \n\n➡️ Food for Covid Patients and Dependents \n➡️ Currently serving in Sarvodaya Enclave and Adhchini https://t.co/HnxYy6phi6","4","India","23-Apr-2021","2381","False"
"2014-07-15 13:38:59","2712671885","vikashy18","Free food for covid patients.\n\nFor order please feel free to call or message - \n8840237228\n\nYour order will be delivered the very next day of your bookings.\nLunch and dinner both.\n\nPlease Amplify 🙏\n#CovidResources","17","New Delhi","23-Apr-2021","2489","False"
"2009-12-09 14:58:38","95662194","shirinmehrotra","I'm so grateful for @GustobySanhita for taking care of me for past few days, but can't stress her out either. She's already doing so much (Btw she's making food for Covid patients on 'pay as you can basis' if you can figure out pickup)","0","dar-b-dar","23-Apr-2021","8454","False"
"2009-07-02 10:19:36","53026001","cloudwhine","Delivering food for covid patients :\n\nStrictly vegetarian. \n₹ = 100/- \nContact : 8920397969\n\nORDER ONE DAY IN ADVANCE \n\n#Verified #Meals #Food #Noida","24","New Delhi, India","23-Apr-2021","4723","False"
"2009-07-02 10:19:36","53026001","cloudwhine","GURUDWARA SECTOR 18 NOIDA IS PROVIDING FREE FOOD FOR COVID PATIENTS. \n\nPersonally verified. \n#noida #food","14","New Delhi, India","23-Apr-2021","4723","False"
"2020-08-27 13:35:56","1298977469811183616","heyyyaks","#Delhi Free #Food for #Covid patients.\n~ @imasmit\n\nhttps://t.co/8V42q1cRvZ","0","This astounding Universe","23-Apr-2021","57","False"
"2020-09-10 13:45:39","1304053368730587136","shreyaa_drdz","Free Food for covid patients in Indore📌 https://t.co/lVyMefB4Ty","1","blessed with the best ","23-Apr-2021","67","False"
"2013-09-07 22:53:51","1783836157","rajatsahnii","Request you to partner with cloud kitchens and provide lite food for COVID patients isolating at home. @swiggy_in @zomatoin 🙏","0","Delhi","23-Apr-2021","4","False"
"2016-04-03 09:13:03","716554091850141696","mnsingh06","Healthy homemade food for covid patients only. #homedelivery in #Patna https://t.co/ZcOZF20mFY","11"," Bihar","23-Apr-2021","543","False"
"2020-01-02 05:48:17","1212611363358429186","SayeedaRayyan","Food for Covid patients in Noida, Ghaziabad, Delhi, Gurgaon https://t.co/XVYCsi8HBQ","1","","23-Apr-2021","110","False"
"2009-06-16 05:09:32","47549049","rachanamohan","#Bangalore folks - #food for #covid patients https://t.co/oHSvzh4TiL","2","Bengaluru, India","23-Apr-2021","215","False"
"2016-02-03 05:24:20","4852611973","zindagiiksuffer","Hi, any leads on people providing homemade food for COVID patients in Chennai? \n\nPlease let me know of #verified contacts. Thanks. \n\n#COVIDEmergency2021 #covidchennai","1","Kolkata, West Bengal","23-Apr-2021","240","False"
"2020-06-16 12:55:24","1272875321642102784","lilavacadoe","Free food for covid patients. WEST AND SOUTH DELHI. https://t.co/hwYs6LnwUe","149","jesse stan","23-Apr-2021","4428","False"
"2009-03-17 09:04:36","24859160","hemalisodhi","@RafiRedefined Some more NCR contacts for food for COVID patients:  (and will look for more and send if these don’t work out): Ashwani Shroff Food\n+91 98990 09779\nDharam Veer Life Circle\n+91 92053 92073\nGourmet Kitchen\n+9560520606 (Riuchi)\nRuchi Chadha\n9910523717","4","New Delhi","23-Apr-2021","1648","False"
"2009-06-16 05:09:32","47549049","rachanamohan","DELHI Folks - FOOD for Covid patients who are living alone and are recovering at home https://t.co/EMOr6Ssq7s","2","Bengaluru, India","22-Apr-2021","215","False"
"2014-11-10 07:12:35","2895414703","Deveshb15","Home cooked food for covid patients 👇 https://t.co/z6Zf5TXEYE","0","Mumbai, India","22-Apr-2021","1085","False"
"2020-01-21 15:05:29","1219636739591090178","DearTaebear","@616soldat Adding this IG profile they are giving information about all types of help that people are providing from oxygen, plasma, medicines to even food for covid patients.\nhttps://t.co/excPe8tetX\nForward this please so it can reach many people","0","She/her || OT7 || ","22-Apr-2021","124","False"
"2020-03-22 18:34:47","1241795367269629952","Soniasarpal1","@ChefKunalKapur Now a days you should make videos on healthy  and immunity boosting food for covid patients. #IndiaFightsCOVID19 #Oxygen","0","New Delhi, India","22-Apr-2021","9","False"
"2016-10-23 02:59:14","790024756535832576","Shorbani_b","FOOD for COVID PATIENTS in #Jaipur #NaviMumbai 👇🏻\n\nVERIFIED ✅\n\n#COVID19India #CovidResources #COVIDEmergency #CovidIndiaInfo https://t.co/q17ZrOcKYz","7","","22-Apr-2021","573","False"
"2011-11-21 16:06:36","417980413","rajatgulati83","@MandeepBajwa @Reza_Ali20 @Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan @rsrobin1 @RandeepHooda @ImtiazMadmood @AdityaRajKaul @kayjay34350 My question was mainly to ensure if anyone looks at this tweet, they know where to ask for help as I doubt if ""all the Gurudwaras are providing free food for #Covid patients at their door steps"" as mentioned in the tweet.However if thats indeed the case, then kudos to these folks","2","","22-Apr-2021","54","False"
"2009-12-31 18:39:46","100821690","Deeptesh_poet","For home delivery of food for Covid patients in Kolkata, call 9831450773 in South Kolkata. For areas across Salt Lake, Baguihata, Lake Town, Bangur, Chinar Park and Rajarhat, call 7980847805. Also refer to the list below. #CovidKolkata https://t.co/UT4fvVfZVP","1","Kolkata","22-Apr-2021","299","False"
"2016-07-05 03:49:23","750174711443697664","rgirotra973","Any leads for #tiffin service delivering food for #covid patients in #Rohini, Delhi?\n\n#COVID19India #CovidHelp","0","New Delhi, India","22-Apr-2021","46","False"
"2009-03-14 10:20:48","24353544","vinitgoenka","#Delhiites reach out to @BJP4Delhi Helpline for :\n1) #Covid related Medical advice\n2) Home delivery of Food for #Covid patients in \nisolation.\n\n#BJPDelhiCares\n#DelhiFightsCorona\n@adeshguptabjp @siddharthanbjp https://t.co/ZUPkZHm2fp","35","नई दिल्ली, भारत","22-Apr-2021","30278","True"
"2019-10-16 10:21:34","1184413966627299328","Reza_Ali20","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay\n\n@Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan https://t.co/3a1kIudy43","369","Delhi","22-Apr-2021","827","False"
"2009-09-10 12:57:58","73110178","Darshita_MUFC","@PirzadWadia I am not saying oh stop zomato or whatever. My husband worka for zomato and I have worked very closely with them. Its just that promoting eating outside food for covid + patients is just not right","0","In your head","22-Apr-2021","2056","False"
